Email (Subject +Body),Label
"Subject: Follow up status approval dokumen legal
Body:
 Hi Paiman,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Zahra – Legal",Internal Coordination
"Subject: Menginformasikan revisi - Pijar Mahir
Body:
 Galak, selamat siang.
 
 Kami dari tim operation ingin menginformasikan revisi yangBerkaitan dengan implementasi Pijar Mahir untuk UD Wijayanti Winarsih Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Cecep – Operation",Internal Coordination
"Subject: Tindak lanjut status approval dokumen legal
Body:
 Pagi Kak Dipa,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Shakila – Operation",Internal Coordination
"Subject: Tindak lanjut jadwal meeting teknis minggu depan
Body:
 Hi Citra,
 
 Kami mau follow up soal jadwal meeting teknis minggu depan. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Pranawa – Service Delivery",Internal Coordination
"Subject: Koordinasi Konfirmasi kapasitasBandwidth yang tersedia
Body:
 Halo Kak Rusman,
 
 Mohon update-nya terkait konfirmasi kapasitasBandwidth yang tersedia. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Padmi – Finance",Internal Coordination
"Subject: Follow up status approval dokumen legal
Body:
 Pagi Kak Cahyono,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Najwa – Legal",Internal Coordination
"Subject: Mengajukan approval -BigBox
Body:
 Lanang, selamat siang.
 
 Kami dari tim operation ingin mengajukan approval yangBerkaitan dengan implementasiBigBox untuk UD Suartini. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Tugiman – Operation",Internal Coordination
"Subject: Tindak lanjut draft proposal yang akan dikirim ke klien
Body:
 Harja, selamat siang.
 
 Mohon update-nya terkait draft proposal yang akan dikirim ke klien. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Ajiono – Data Solution",Internal Coordination
"Subject: Update: Neucentrix untuk PT Hidayat
Body:
 Pagi Kak Rafi,
 
 Kami dari tim procurement ingin menjadwalkan meeting koordinasi yangBerkaitan dengan implementasi Neucentrix untuk PT Hidayat. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Ibun – Procurement",Internal Coordination
"Subject: Update: Netmonk untuk UD Rahayu Prastuti
Body:
Balamantri, selamat siang.
 
ButuhBantuan untuk menginformasikan revisi terkait layanan Netmonk untuk klien UD Rahayu Prastuti. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Sabri – Finance",Internal Coordination
"Subject: Follow up draft proposal yang akan dikirim ke klien
Body:
 Hi Intan,
 
 Mohon update-nya terkait draft proposal yang akan dikirim ke klien. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Maimunah – Legal",Internal Coordination
"Subject: Mengajukan approval - Neucentrix
Body:
 Hi Nugraha,
 
 Kami dari tim procurement ingin mengajukan approval yangBerkaitan dengan implementasi Neucentrix untuk PT Prasetyo. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Dimaz – Procurement",Internal Coordination
"Subject: Reminder: Review hasil testing layanan kemarin
Body:
 Dear Kak Kani,
 
 Mohon update-nya terkait review hasil testing layanan kemarin. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Hairyanto – Procurement",Internal Coordination
"Subject: [Internal] Melaporkan kendala terkait Pijar Mahir
Body:
 Kayun, selamat siang.
 
ButuhBantuan untuk melaporkan kendala terkait layanan Pijar Mahir untuk klien CV Permata (Persero) Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Wadi – Marketing",Internal Coordination
"Subject: Permintaan tindak lanjut proyek Smart Eye
Body:
 Pagi Kak Mutia,
 
ButuhBantuan untuk mengonfirmasi status implementasi terkait layanan Smart Eye untuk klien Perum Wahyuni. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
Bella – Operation",Internal Coordination
"Subject: Koordinasi Status approval dokumen legal
Body:
 Dear Kak Ira,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Melinda –Billing",Internal Coordination
"Subject: Koordinasi Status approval dokumen legal
Body:
 Pagi Kak Hardi,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Johan – Operation",Internal Coordination
"Subject: [Internal] Menginformasikan revisi terkait Pijar Mahir
Body:
 Hi Salwa,
 
 Kami dari tim data solution ingin menginformasikan revisi yangBerkaitan dengan implementasi Pijar Mahir untuk CV Tarihoran. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Vivi – Data Solution",Internal Coordination
"Subject: [Internal] Mengonfirmasi status implementasi terkait Antares Eazy
Body:
 Pagi Kak Saiful,
 
 Kami dari tim engineering ingin mengonfirmasi status implementasi yangBerkaitan dengan implementasi Antares Eazy untuk PT Mandala Halim (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Cinta – Engineering",Internal Coordination
"Subject: [Internal] Melaporkan kendala terkait Pijar Mahir
Body:
 Halo Kak Ikin,
 
ButuhBantuan untuk melaporkan kendala terkait layanan Pijar Mahir untuk klien CV Wahyudin Nugroho (Persero) Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Galiono – Legal",Internal Coordination
"Subject: Koordinasi Status approval dokumen legal
Body:
 Radika, selamat siang.
 
 Kami mau follow up soal status approval dokumen legal. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Zaenab – Procurement",Internal Coordination
"Subject: Mengonfirmasi status implementasi - Smart Eye
Body:
 Halo Kak Ulya,
 
 Kami dari tim procurement ingin mengonfirmasi status implementasi yangBerkaitan dengan implementasi Smart Eye untuk PD Maryadi Lazuardi (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Eman – Procurement",Internal Coordination
"Subject: Melaporkan kendala - Smart Eye
Body:
 Halo Kak Ellis,
 
 Kami dari tim procurement ingin melaporkan kendala yangBerkaitan dengan implementasi Smart Eye untuk CV Zulaika (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Usman – Procurement",Internal Coordination
"Subject: Update: Smart Eye untuk CV Waluyo
Body:
 Dear Kak Karimah,
 
 Kami dari tim data solution ingin memerlukan klarifikasi yangBerkaitan dengan implementasi Smart Eye untuk CV Waluyo. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Mujur – Data Solution",Internal Coordination
"Subject: Update: Pijar Mahir untuk PT Nurdiyanti Lestari
Body:
 Halo Kak Surya,
 
 Kami dari tim data solution ingin melaporkan kendala yangBerkaitan dengan implementasi Pijar Mahir untuk PT Nurdiyanti Lestari. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Vino – Data Solution",Internal Coordination
"Subject: Mengirim draft dokumen - Netmonk
Body:
 Hi Erik,
 
 Kami dari tim service delivery ingin mengirim draft dokumen yangBerkaitan dengan implementasi Netmonk untuk UD Kuswandari Putra Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Karsana – Service Delivery",Internal Coordination
"Subject: Follow up jadwal meeting teknis minggu depan
Body:
 Pagi Kak Diana,
 
 Kami mau follow up soal jadwal meeting teknis minggu depan. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Eli – Engineering",Internal Coordination
"Subject: [Internal] Mengajukan kebutuhan teknis terkaitBigBox
Body:
 Halo Kak Cornelia,
 
 Kami dari timBilling ingin mengajukan kebutuhan teknis yangBerkaitan dengan implementasiBigBox untuk PT Wibowo (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Lasmono –Billing",Internal Coordination
"Subject: [Internal] Mengirim draft dokumen terkait Pijar Mahir
Body:
 Pagi Kak Luhung,
 
 Kami dari tim legal ingin mengirim draft dokumen yangBerkaitan dengan implementasi Pijar Mahir untuk PD Iswahyudi Hakim Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Ghani – Legal",Internal Coordination
"Subject: Reminder: Draft proposal yang akan dikirim ke klien
Body:
 Hi Indah,
 
 Mohon update-nya terkait draft proposal yang akan dikirim ke klien. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Jaka – Legal",Internal Coordination
"Subject: [Internal] Mengajukan kebutuhan teknis terkaitBigBox
Body:
 Halo Kak Eja,
 
 Kami dari tim service delivery ingin mengajukan kebutuhan teknis yangBerkaitan dengan implementasiBigBox untuk PT Utami (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Maryadi – Service Delivery",Internal Coordination
"Subject: Koordinasi Draft proposal yang akan dikirim ke klien
Body:
 Dear Kak Kajen,
 
 Mohon update-nya terkait draft proposal yang akan dikirim ke klien. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Ajiono – Legal",Internal Coordination
"Subject: Update: MyCarrier untuk PT Pratama (Persero) Tbk
Body:
 Sakura, selamat siang.
 
 Kami dari tim operation ingin mengajukan kebutuhan teknis yangBerkaitan dengan implementasi MyCarrier untuk PT Pratama (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Atma – Operation",Internal Coordination
"Subject: Reminder: Jadwal meeting teknis minggu depan
Body:
 Halo Kak Yusuf,
 
 Kami mau follow up soal jadwal meeting teknis minggu depan. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Dirja – Operation",Internal Coordination
"Subject: Mengirim draft dokumen - Smart Eye
Body:
 Pagi Kak Ina,
 
 Kami dari tim finance ingin mengirim draft dokumen yangBerkaitan dengan implementasi Smart Eye untuk PD Nasyidah (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Kenari – Finance",Internal Coordination
"Subject: Update: Smart Eye untuk CV Sirait Natsir
Body:
 Pagi Kak Wani,
 
ButuhBantuan untuk memerlukan klarifikasi terkait layanan Smart Eye untuk klien CV Sirait Natsir. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Mulya – Procurement",Internal Coordination
"Subject: [Internal] Menginformasikan revisi terkait Neucentrix
Body:
 Hi Kunthara,
 
 Kami dari timBilling ingin menginformasikan revisi yangBerkaitan dengan implementasi Neucentrix untuk PT Wulandari Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Najam –Billing",Internal Coordination
"Subject: Menginformasikan revisi - OCA
Body:
 Cakrabirawa, selamat siang.
 
ButuhBantuan untuk menginformasikan revisi terkait layanan OCA untuk klien Perum Purnawati. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Adikara – Operation",Internal Coordination
"Subject: Follow up konfirmasi kapasitasBandwidth yang tersedia
Body:
 Pagi KakBanara,
 
 Mohon update-nya terkait konfirmasi kapasitasBandwidth yang tersedia. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Garang – Data Solution",Internal Coordination
"Subject: Follow up konfirmasi kapasitasBandwidth yang tersedia
Body:
 Dear Kak Wirda,
 
 Kami mau follow up soal konfirmasi kapasitasBandwidth yang tersedia. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Nilam – Data Solution",Internal Coordination
"Subject: Menjadwalkan meeting koordinasi - Pijar Mahir
Body:
 Halo Kak Kalim,
 
 Kami dari tim data solution ingin menjadwalkan meeting koordinasi yangBerkaitan dengan implementasi Pijar Mahir untuk CV Narpati Mayasari. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Catur – Data Solution",Internal Coordination
"Subject: Permintaan tindak lanjut proyek OCA
Body:
 Wulan, selamat siang.
 
ButuhBantuan untuk memerlukan klarifikasi terkait layanan OCA untuk klien Perum Hariyah Pudjiastuti Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Maimunah – Finance",Internal Coordination
"Subject: Menginformasikan revisi - Netmonk
Body:
 Zulaikha, selamat siang.
 
ButuhBantuan untuk menginformasikan revisi terkait layanan Netmonk untuk klien CV Sitompul. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Ajiono – Finance",Internal Coordination
"Subject: Permintaan tindak lanjut proyek MyCarrier
Body:
 Halo Kak Dartono,
 
 Kami dari tim marketing ingin mengirim draft dokumen yangBerkaitan dengan implementasi MyCarrier untuk Perum Maryati Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Diah – Marketing",Internal Coordination
"Subject: Permintaan tindak lanjut proyek MyCarrier
Body:
 Puti, selamat siang.
 
 Kami dari tim operation ingin memerlukan klarifikasi yangBerkaitan dengan implementasi MyCarrier untuk PD Sitompul Suryono Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Karen – Operation",Internal Coordination
"Subject: Permintaan tindak lanjut proyek Data Center
Body:
 Halo Kak Farah,
 
 Kami dari tim service delivery ingin menginformasikan revisi yangBerkaitan dengan implementasi Data Center untuk PD Rahmawati. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Capa – Service Delivery",Internal Coordination
"Subject: [Internal] Menjadwalkan meeting koordinasi terkaitBigBox
Body:
 Hi Eko,
 
ButuhBantuan untuk menjadwalkan meeting koordinasi terkait layananBigBox untuk klien PD Nasyidah Mustofa. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Karimah – Marketing",Internal Coordination
"Subject: Update: Neucentrix untuk PT Dabukke Tbk
Body:
 Dear Kak Cakrawangsa,
 
ButuhBantuan untuk mengonfirmasi status implementasi terkait layanan Neucentrix untuk klien PT Dabukke Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Galur –Billing",Internal Coordination
"Subject: Mengonfirmasi status implementasi - OCA
Body:
 Dear Kak Kamila,
 
 Kami dari tim marketing ingin mengonfirmasi status implementasi yangBerkaitan dengan implementasi OCA untuk UD Latupono. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Prima – Marketing",Internal Coordination
"Subject: Koordinasi Jadwal meeting teknis minggu depan
Body:
 Hi Prasetya,
 
 Mohon update-nya terkait jadwal meeting teknis minggu depan. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Ulva – Marketing",Internal Coordination
"Subject: [Internal] Menjadwalkan meeting koordinasi terkait Neucentrix
Body:
 Pagi Kak Harimurti,
 
ButuhBantuan untuk menjadwalkan meeting koordinasi terkait layanan Neucentrix untuk klien Perum Wastuti. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Legawa – Procurement",Internal Coordination
"Subject: [Internal] Menjadwalkan meeting koordinasi terkait OCA
Body:
 Martana, selamat siang.
 
ButuhBantuan untuk menjadwalkan meeting koordinasi terkait layanan OCA untuk klien UD Sirait Natsir (Persero) Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Rafi – Operation",Internal Coordination
"Subject: Reminder: Konfirmasi kapasitasBandwidth yang tersedia
Body:
 Halo Kak Yoga,
 
 Mohon update-nya terkait konfirmasi kapasitasBandwidth yang tersedia. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Lintang – Operation",Internal Coordination
"Subject: Permintaan tindak lanjut proyek Antares Eazy
Body:
 Hi Purwadi,
 
 Kami dari tim legal ingin memerlukan klarifikasi yangBerkaitan dengan implementasi Antares Eazy untuk PD Widiastuti Ardianto Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Edi – Legal",Internal Coordination
"Subject: Reminder: Jadwal meeting teknis minggu depan
Body:
 Pagi Kak Cahyono,
 
 Mohon update-nya terkait jadwal meeting teknis minggu depan. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Cahyono – Legal",Internal Coordination
"Subject: Follow up jadwal meeting teknis minggu depan
Body:
 Pagi Kak Reza,
 
 Mohon update-nya terkait jadwal meeting teknis minggu depan. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Gada – Operation",Internal Coordination
"Subject: Update: MyCarrier untuk Perum Utami
Body:
 Dear Kak Lasmono,
 
 Kami dari tim marketing ingin menginformasikan revisi yangBerkaitan dengan implementasi MyCarrier untuk Perum Utami. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
Bagiya – Marketing",Internal Coordination
"Subject: Update:BigBox untuk Perum Mulyani Siregar Tbk
Body:
 Hi Hamzah,
 
 Kami dari tim legal ingin menginformasikan revisi yangBerkaitan dengan implementasiBigBox untuk Perum Mulyani Siregar Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Kenari – Legal",Internal Coordination
"Subject: Update: Smart Eye untuk Perum Habibi
Body:
 Pagi Kak Samsul,
 
 Kami dari tim finance ingin memerlukan klarifikasi yangBerkaitan dengan implementasi Smart Eye untuk Perum Habibi. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Syahrini – Finance",Internal Coordination
"Subject: Follow up status approval dokumen legal
Body:
 Hi Rafi,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Usman – Engineering",Internal Coordination
"Subject: Update: IndiBox untuk UD Yuniar (Persero) Tbk
Body:
 Pagi Kak Uli,
 
 Kami dari tim service delivery ingin meminta data tambahan yangBerkaitan dengan implementasi IndiBox untuk UD Yuniar (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Artawan – Service Delivery",Internal Coordination
"Subject: Koordinasi Review hasil testing layanan kemarin
Body:
 Rangga, selamat siang.
 
 Kami mau follow up soal review hasil testing layanan kemarin. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Ajiono –Billing",Internal Coordination
"Subject: Update: Data Center untuk CV Nugroho Andriani
Body:
 Pagi Kak Carla,
 
ButuhBantuan untuk meminta data tambahan terkait layanan Data Center untuk klien CV Nugroho Andriani. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Adika – Procurement",Internal Coordination
"Subject: Koordinasi Review hasil testing layanan kemarin
Body:
 Dear Kak Saadat,
 
 Kami mau follow up soal review hasil testing layanan kemarin. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Vanesa – Engineering",Internal Coordination
"Subject: Tindak lanjut draft proposal yang akan dikirim ke klien
Body:
 Hi Julia,
 
 Kami mau follow up soal draft proposal yang akan dikirim ke klien. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Gina – Procurement",Internal Coordination
"Subject: Follow up status approval dokumen legal
Body:
 Hi Ella,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Wakiman – Data Solution",Internal Coordination
"Subject: Meminta data tambahan - Smart Eye
Body:
 Halo Kak Paiman,
 
 Kami dari timBilling ingin meminta data tambahan yangBerkaitan dengan implementasi Smart Eye untuk PD Zulaika. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Okta –Billing",Internal Coordination
"Subject: Follow up jadwal meeting teknis minggu depan
Body:
 Pagi Kak Raharja,
 
 Kami mau follow up soal jadwal meeting teknis minggu depan. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
Bagiya – Engineering",Internal Coordination
"Subject: [Internal] Mengonfirmasi status implementasi terkait Neucentrix
Body:
 Halo Kak Joko,
 
 Kami dari tim service delivery ingin mengonfirmasi status implementasi yangBerkaitan dengan implementasi Neucentrix untuk UD Maryati Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Damu – Service Delivery",Internal Coordination
"Subject: Reminder: Status approval dokumen legal
Body:
 Hi Ikhsan,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Cemani – Data Solution",Internal Coordination
"Subject: Melaporkan kendala - Neucentrix
Body:
 Hi Gangsa,
 
ButuhBantuan untuk melaporkan kendala terkait layanan Neucentrix untuk klien PD Manullang Suryatmi Tbk. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Umar – Legal",Internal Coordination
"Subject: Reminder: Konfirmasi kapasitasBandwidth yang tersedia
Body:
 Halo Kak Lidya,
 
 Mohon update-nya terkait konfirmasi kapasitasBandwidth yang tersedia. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Daryani – Finance",Internal Coordination
"Subject: Tindak lanjut status approval dokumen legal
Body:
 Pagi Kak Ella,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Daruna – Service Delivery",Internal Coordination
"Subject: Permintaan tindak lanjut proyek Pijar Mahir
Body:
 Halo Kak Garan,
 
 Kami dari tim legal ingin meminta update progress yangBerkaitan dengan implementasi Pijar Mahir untuk Perum Kurniawan. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Wadi – Legal",Internal Coordination
"Subject: Permintaan tindak lanjut proyek MyCarrier
Body:
 Dear Kak Najib,
 
 Kami dari tim engineering ingin mengajukan kebutuhan teknis yangBerkaitan dengan implementasi MyCarrier untuk PD Lazuardi Wijayanti. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Widya – Engineering",Internal Coordination
"Subject: Reminder: Review hasil testing layanan kemarin
Body:
 Dear KakBanawa,
 
 Mohon update-nya terkait review hasil testing layanan kemarin. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Ibrani – Finance",Internal Coordination
"Subject: Koordinasi Konfirmasi kapasitasBandwidth yang tersedia
Body:
 Pagi Kak Lasmono,
 
 Mohon update-nya terkait konfirmasi kapasitasBandwidth yang tersedia. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
Baktianto – Marketing",Internal Coordination
"Subject: [Internal] Meminta update progress terkait Netmonk
Body:
 Hi Pranawa,
 
 Kami dari tim procurement ingin meminta update progress yangBerkaitan dengan implementasi Netmonk untuk PD Nuraini (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Prayoga – Procurement",Internal Coordination
"Subject: Koordinasi Jadwal meeting teknis minggu depan
Body:
 HiBaktianto,
 
 Kami mau follow up soal jadwal meeting teknis minggu depan. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Raharja – Legal",Internal Coordination
"Subject: Mengirim draft dokumen - Smart Eye
Body:
 Pagi Kak Jasmani,
 
ButuhBantuan untuk mengirim draft dokumen terkait layanan Smart Eye untuk klien CV Prayoga Susanti. 
 Kalau ada waktuBisa diskusi sebentar, karena kami perlu responnya segera.
 
 Thanks ya,
 Lili – Operation",Internal Coordination
"Subject: [Internal] Mengonfirmasi status implementasi terkait Data Center
Body:
 Halo Kak Malik,
 
 Kami dari tim data solution ingin mengonfirmasi status implementasi yangBerkaitan dengan implementasi Data Center untuk PT Pudjiastuti. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Makuta – Data Solution",Internal Coordination
"Subject: Mengajukan approval - OCA
Body:
 Pagi Kak Rina,
 
 Kami dari tim procurement ingin mengajukan approval yangBerkaitan dengan implementasi OCA untuk CV Jailani. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Cengkal – Procurement",Internal Coordination
"Subject: Follow up review hasil testing layanan kemarin
Body:
 Halo Kak Kartika,
 
 Kami mau follow up soal review hasil testing layanan kemarin. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Vera – Marketing",Internal Coordination
"Subject: Follow up status approval dokumen legal
Body:
 Halo Kak Langgeng,
 
 Mohon update-nya terkait status approval dokumen legal. Hal ini diperlukan agar kamiBisa menyesuaikan dengan jadwal dan kebutuhan dari pihak klien.
 
 Salam,
 Cakrabirawa – Finance",Internal Coordination
"Subject: Menginformasikan revisi - Smart Eye
Body:
 Halo Kak Makuta,
 
 Kami dari tim service delivery ingin menginformasikan revisi yangBerkaitan dengan implementasi Smart Eye untuk Perum Sihombing Handayani (Persero) Tbk. 
 MohonBantuannya agar proses iniBisa segera dilanjutkan sesuai timeline.
 
 Terima kasih,
 Carla – Service Delivery",Internal Coordination
"Subject: Follow up draft proposal yang akan dikirim ke klien
Body:
 Kartika, selamat siang.
 
 Kami mau follow up soal draft proposal yang akan dikirim ke klien. Info dari tim AM akan sangat membantu agar kamiBisa tindak lanjuti dari sisi internal.
 
 Thanks sebelumnya,
 Rizki – Finance",Internal Coordination
